Individual Reference,First Name,Last Name,Father First Name,Father Last Name,Mother First Name,Year of Birth,Document Type,Document ID,Organization,Category,Currency,Amount,Start (yyyyMMdd),End (yyyyMMdd)
486621403739,بلماء,ازحيمان,كرم,العوازم,هدى,1979,LOCAL_COUNCIL_CARD,358527932196.0,ORG1,CASH-MPA,USD,73006,20240401,20240701
335033232285,طريف,الغوانمة,كرم,العوازم,هدى,2023,PERSONAL_ID,338398816017.0,ORG1,CASH-MPA,USD,79745,20240401,20240701
853620996751,سلاف,الشاويش,كرم,العوازم,هدى,2011,PERSONAL_ID,336631802471.0,ORG1,CASH-MPA,USD,35651,20240401,20240701
653515403793,بشرى,العجمان,كرم,العوازم,هدى,2016,LOCAL_COUNCIL_CARD,591183974782.0,ORG1,CASH-MPA,USD,31690,20240401,20240701
682750303500,بلقيس,البديري,مُتعب,شويفاتي,جهراء,1973,LOCAL_COUNCIL_CARD,253382221492.0,ORG1,CASH-MPA,USD,59584,20240401,20240701
850746860664,نشوان,عاملة,مُتعب,شويفاتي,جهراء,2004,LOCAL_COUNCIL_CARD,660744005005.0,ORG1,CASH-MPA,USD,55076,20240401,20240701
538298743000,رحيب,صيداني,مُتعب,شويفاتي,جهراء,1998,LOCAL_COUNCIL_CARD,982170072481.0,ORG1,CASH-MPA,USD,55507,20240401,20240701
522485846410,شامل,عبد اللطيف,مُتعب,شويفاتي,جهراء,1976,NATIONAL_ID,442790719781.0,ORG1,CASH-MPA,USD,33204,20240401,20240701
710262221128,لوجين,طقش,فوّاز,الألجاوي,ميلاء,2020,PERSONAL_ID,967730897787.0,ORG1,CASH-MPA,USD,88022,20240401,20240701
965256667917,كرمة,بنو شهر,فوّاز,الألجاوي,ميلاء,1991,NATIONAL_ID,541496577724.0,ORG1,CASH-MPA,USD,14724,20240401,20240701
352318334761,إلينا,عنزة,فوّاز,الألجاوي,ميلاء,1972,PERSONAL_ID,63808207421.0,ORG1,CASH-MPA,USD,33879,20240401,20240701
413155969238,زايد,الكلغاصي,فوّاز,الألجاوي,ميلاء,2008,PERSONAL_ID,526243226573.0,ORG1,CASH-MPA,USD,7229,20240401,20240701
198214744065,ريناد,عنزة,عبد الخالق,القرجولي,باهرة,1982,LOCAL_COUNCIL_CARD,32011338252.0,ORG1,CASH-MPA,USD,61483,20240401,20240701
284402812809,تالا,بنو فراس,عبد الخالق,القرجولي,باهرة,2021,LOCAL_COUNCIL_CARD,298102939186.0,ORG1,CASH-MPA,USD,43030,20240401,20240701
257663829069,ميرا,الدليم,عبد الخالق,القرجولي,باهرة,1983,NATIONAL_ID,944702004879.0,ORG1,CASH-MPA,USD,88088,20240401,20240701
898471909400,عارف,الدواسر,صادق,سبيع,ناردين,2003,PERSONAL_ID,910734208872.0,ORG1,CASH-MPA,USD,67693,20240401,20240701
210182713518,بنان,خزاعة,صادق,سبيع,ناردين,1995,,,ORG1,CASH-MPA,USD,48594,20240401,20240701
515426469014,مُنجد,طه,صادق,سبيع,ناردين,2005,PERSONAL_ID,657461721919.0,ORG1,CASH-MPA,USD,59490,20240401,20240701
691406621904,كنان,الأيوبي,صادق,سبيع,ناردين,2008,LOCAL_COUNCIL_CARD,320922141282.0,ORG1,CASH-MPA,USD,42337,20240401,20240701
512637225044,لارا,بنو الدئل,صادق,سبيع,ناردين,2016,NATIONAL_ID,93036499265.0,ORG1,CASH-MPA,USD,19394,20240401,20240701
933819590746,ريان,اسطمبولي,صادق,سبيع,ناردين,2017,PERSONAL_ID,899346891507.0,ORG1,CASH-MPA,USD,94137,20240401,20240701
792406855295,آلاء,الأوس,عبد الجليل,السادة,بهجة,1987,PERSONAL_ID,821960100817.0,ORG1,CASH-MPA,USD,83040,20240401,20240701
222261866448,عبد اللطيف,الكلغاصي,عبد الجليل,السادة,بهجة,1990,NATIONAL_ID,901462381616.0,ORG1,CASH-MPA,USD,61823,20240401,20240701
857781473986,راما,اميوني,عبد الجليل,السادة,بهجة,2001,LOCAL_COUNCIL_CARD,674616966508.0,ORG1,CASH-MPA,USD,24952,20240401,20240701
570468472380,وصاف,الجبشة,عبد الحقّ,بنو هلال,تولين,2014,LOCAL_COUNCIL_CARD,902098023765.0,ORG1,CASH-MPA,USD,82860,20240401,20240701
723582371866,لفيف,الترهي,عبد الحقّ,بنو هلال,تولين,1977,,,ORG1,CASH-MPA,USD,63243,20240401,20240701
877476400837,شكيب,عبده,عبد الحقّ,بنو هلال,تولين,1972,PERSONAL_ID,297001418835.0,ORG1,CASH-MPA,USD,57267,20240401,20240701
176621994816,حاتم,طرابلسي,فطين,الشرفاء,بيلسان,2021,NATIONAL_ID,945533708842.0,ORG1,CASH-MPA,USD,5126,20240401,20240701
557174417311,حامد,الجاعوني,فطين,الشرفاء,بيلسان,2006,PERSONAL_ID,743052424088.0,ORG1,CASH-MPA,USD,96412,20240401,20240701
238113187075,ضيائي,بني هاجر,فطين,الشرفاء,بيلسان,2019,NATIONAL_ID,30140234723.0,ORG1,CASH-MPA,USD,36141,20240401,20240701
886034743913,لورا,عنزة,نائل,الفتياني,ناردين,2015,LOCAL_COUNCIL_CARD,48643619265.0,ORG1,CASH-MPA,USD,7075,20240401,20240701
810578257325,تمام,الحلاق,نائل,الفتياني,ناردين,1987,,,ORG1,CASH-MPA,USD,67132,20240401,20240701
583334118652,سهوان,بكر بن عبد مناة,نائل,الفتياني,ناردين,1983,LOCAL_COUNCIL_CARD,235180727283.0,ORG1,CASH-MPA,USD,39821,20240401,20240701
869411341041,جودي,بنو العريج,وليف,الحواش,جود,2022,PERSONAL_ID,664399650487.0,ORG1,CASH-MPA,USD,62283,20240401,20240701
754428363890,مراد,صيام,وليف,الحواش,جود,1971,,,ORG1,CASH-MPA,USD,94136,20240401,20240701
624666782543,نمر,شهران,وليف,الحواش,جود,1974,PERSONAL_ID,2108347096.0,ORG1,CASH-MPA,USD,70831,20240401,20240701
679425186978,ضحّاك,بنو شيبة,وليف,الحواش,جود,1997,LOCAL_COUNCIL_CARD,386093567258.0,ORG1,CASH-MPA,USD,85197,20240401,20240701
259249168564,مشاري,الشهابي,وليف,الحواش,جود,1970,NATIONAL_ID,805127731702.0,ORG1,CASH-MPA,USD,59320,20240401,20240701
632969218590,نشوة,البامية,وادع,كندة,روعة,1988,NATIONAL_ID,344668686219.0,ORG1,CASH-MPA,USD,93710,20240401,20240701
874995303352,نغم,فهم,قبس,جودة,ضحى,1978,NATIONAL_ID,27158528897.0,ORG1,CASH-MPA,USD,36604,20240401,20240701
445045387286,جميلة,الأنصاري,قبس,جودة,ضحى,1974,PERSONAL_ID,727689294453.0,ORG1,CASH-MPA,USD,22623,20240401,20240701
406272593605,نوره,الخزرج,قبس,جودة,ضحى,2004,LOCAL_COUNCIL_CARD,379697130083.0,ORG1,CASH-MPA,USD,12945,20240401,20240701
968206323378,عتيد,الموسوس,مهران,حاشد,جالا,2017,LOCAL_COUNCIL_CARD,257395568449.0,ORG1,CASH-MPA,USD,78300,20240401,20240701
281893995574,زكية,طرابلسي,مهران,حاشد,جالا,2015,,,ORG1,CASH-MPA,USD,11317,20240401,20240701
914754623081,طائع,البامية,مهران,حاشد,جالا,1995,NATIONAL_ID,978252336651.0,ORG1,CASH-MPA,USD,40177,20240401,20240701
312905712726,بتلاء,خثعم,مهران,حاشد,جالا,1992,LOCAL_COUNCIL_CARD,350523625836.0,ORG1,CASH-MPA,USD,26383,20240401,20240701
454963153532,صلاح,خزاعة,مهران,حاشد,جالا,1989,LOCAL_COUNCIL_CARD,426579586993.0,ORG1,CASH-MPA,USD,87241,20240401,20240701
505982286803,مُصلح,طزيز,سراج,نجيب,هند,1970,LOCAL_COUNCIL_CARD,285725055058.0,ORG1,CASH-MPA,USD,13523,20240401,20240701
665887922541,سهل,سرندح,سراج,نجيب,هند,1994,,,ORG1,CASH-MPA,USD,6547,20240401,20240701
194046375704,وفائي,شمران,سراج,نجيب,هند,2012,,,ORG1,CASH-MPA,USD,40259,20240401,20240701
591717599268,كوثر,الأوس,سراج,نجيب,هند,2004,NATIONAL_ID,276357555681.0,ORG1,CASH-MPA,USD,56907,20240401,20240701
868285489644,نجم الدّين,ارناؤوط,سراج,نجيب,هند,2010,LOCAL_COUNCIL_CARD,792338449542.0,ORG1,CASH-MPA,USD,24713,20240401,20240701
693908205112,بيلسان,شتية,فخر الدّين,شرف,هايدي,1995,PERSONAL_ID,818532652662.0,ORG1,CASH-MPA,USD,50168,20240401,20240701
959297927998,أغاريد,المهرة,فخر الدّين,شرف,هايدي,2004,LOCAL_COUNCIL_CARD,770823397783.0,ORG1,CASH-MPA,USD,21063,20240401,20240701
385156094904,ناظم,عبده,فخر الدّين,شرف,هايدي,1975,LOCAL_COUNCIL_CARD,321844438369.0,ORG1,CASH-MPA,USD,74088,20240401,20240701
678652204726,نجم الدّين,الرباب,نصري,بني عطية,سبأ,2018,PERSONAL_ID,552572037313.0,ORG1,CASH-MPA,USD,23789,20240401,20240701
264911549376,ريتاج,الشايقية,نصري,بني عطية,سبأ,2011,NATIONAL_ID,37790171748.0,ORG1,CASH-MPA,USD,24185,20240401,20240701
916798707778,مختار,طسم,نصري,بني عطية,سبأ,1992,NATIONAL_ID,411162228202.0,ORG1,CASH-MPA,USD,9134,20240401,20240701
452012855403,لينا,وهبة,نصري,بني عطية,سبأ,1970,LOCAL_COUNCIL_CARD,443494369594.0,ORG1,CASH-MPA,USD,59507,20240401,20240701
379022771638,بارعة,الأوس,نصري,بني عطية,سبأ,1981,LOCAL_COUNCIL_CARD,24086037557.0,ORG1,CASH-MPA,USD,48580,20240401,20240701
490093071913,ناديه,تنوخ,شادي,بعلبكي,فداء,1986,LOCAL_COUNCIL_CARD,515340387174.0,ORG1,CASH-MPA,USD,64098,20240401,20240701
461537619122,حكيم,القرجولي,شادي,بعلبكي,فداء,1984,NATIONAL_ID,561052653.0,ORG1,CASH-MPA,USD,77647,20240401,20240701
824874192249,جوريّة,الكثيري,شادي,بعلبكي,فداء,2023,NATIONAL_ID,773183067134.0,ORG1,CASH-MPA,USD,78256,20240401,20240701
775344733030,بشرى,ربيعة,وسيم,غوشة,شادن,1976,PERSONAL_ID,339925022803.0,ORG1,CASH-MPA,USD,83534,20240401,20240701
142011180290,باسمة,بيرقدار,وسيم,غوشة,شادن,2014,LOCAL_COUNCIL_CARD,100609535649.0,ORG1,CASH-MPA,USD,97829,20240401,20240701
166784829585,صبري,بنو لام,وسيم,غوشة,شادن,1994,LOCAL_COUNCIL_CARD,557328637639.0,ORG1,CASH-MPA,USD,79241,20240401,20240701
364443757709,بهاء,بنو الأحمر بن الحارث,وسيم,غوشة,شادن,1978,LOCAL_COUNCIL_CARD,296384064995.0,ORG1,CASH-MPA,USD,24737,20240401,20240701
233496553227,اصيل,بنو أسد,وسيم,غوشة,شادن,1971,NATIONAL_ID,445532031844.0,ORG1,CASH-MPA,USD,98353,20240401,20240701
938161685285,كتوم,النشاشيبي,وسيم,غوشة,شادن,2020,NATIONAL_ID,88667826134.0,ORG1,CASH-MPA,USD,14796,20240401,20240701
823176388111,عبد الواحد,بنو شيبان,مخلص,بلقرن,لوجين,1990,PERSONAL_ID,919830197854.0,ORG1,CASH-MPA,USD,8086,20240401,20240701
235040138055,لورا,زبيد,مخلص,بلقرن,لوجين,2008,PERSONAL_ID,813291566249.0,ORG1,CASH-MPA,USD,21131,20240401,20240701
143638612234,رسمي,جذام,مخلص,بلقرن,لوجين,1974,LOCAL_COUNCIL_CARD,65850971673.0,ORG1,CASH-MPA,USD,25420,20240401,20240701
842611944795,نورس,العسلي,مخلص,بلقرن,لوجين,2017,PERSONAL_ID,322183536631.0,ORG1,CASH-MPA,USD,69263,20240401,20240701
351848468969,رجب,عكاوي,شكري,مذحج,يارا,1998,LOCAL_COUNCIL_CARD,999250194527.0,ORG1,CASH-MPA,USD,28086,20240401,20240701
637652185073,فخر,الموسوس,شكري,مذحج,يارا,1979,NATIONAL_ID,313348395641.0,ORG1,CASH-MPA,USD,85775,20240401,20240701
993354704273,بلند,اهرام,صبيح,اميوني,ابتهال,1999,NATIONAL_ID,54796530449.0,ORG1,CASH-MPA,USD,99760,20240401,20240701
245962804904,جوريّة,بنو حنيفة,صبيح,اميوني,ابتهال,2010,NATIONAL_ID,66764715729.0,ORG1,CASH-MPA,USD,69888,20240401,20240701
674895597207,حبّاب,الترجمان الصالح,صبيح,اميوني,ابتهال,1998,PERSONAL_ID,281128539088.0,ORG1,CASH-MPA,USD,53282,20240401,20240701
470968509690,زكية,زحلاوي,صبيح,اميوني,ابتهال,1974,LOCAL_COUNCIL_CARD,571632832137.0,ORG1,CASH-MPA,USD,15554,20240401,20240701
113012833392,غالي,بنو مالك,صبيح,اميوني,ابتهال,1994,NATIONAL_ID,708058548246.0,ORG1,CASH-MPA,USD,28403,20240401,20240701
939336939969,عبد المجيد,غامد,عبد التّواب,مرازيق البقوم,ابتهال,1984,,,ORG1,CASH-MPA,USD,54950,20240401,20240701
538756023163,ناردين,عنس,عبد التّواب,مرازيق البقوم,ابتهال,1979,PERSONAL_ID,96659027125.0,ORG1,CASH-MPA,USD,99086,20240401,20240701
236395888660,بيسان,أفغاني,عبد التّواب,مرازيق البقوم,ابتهال,2008,LOCAL_COUNCIL_CARD,5210572245.0,ORG1,CASH-MPA,USD,83211,20240401,20240701
884857895919,وحيد,بو مدين,عبد التّواب,مرازيق البقوم,ابتهال,2023,NATIONAL_ID,663085694231.0,ORG1,CASH-MPA,USD,48643,20240401,20240701
106991055852,عزيز,ابو السعود,عبد التّواب,مرازيق البقوم,ابتهال,2000,PERSONAL_ID,784643098376.0,ORG1,CASH-MPA,USD,39128,20240401,20240701
649245108227,عزاز,قريش,عامر,تميم,مريم,1981,,,ORG1,CASH-MPA,USD,73736,20240401,20240701
167490505605,عمرو,الجاعوني,عامر,تميم,مريم,1996,PERSONAL_ID,519692640248.0,ORG1,CASH-MPA,USD,86832,20240401,20240701
463739254466,زهير,سموم,صادح,نور الدين,ريتاج,2017,NATIONAL_ID,780427087244.0,ORG1,CASH-MPA,USD,37389,20240401,20240701
439979759495,دانة,بنو الدئل,صادح,نور الدين,ريتاج,1991,LOCAL_COUNCIL_CARD,531774439415.0,ORG1,CASH-MPA,USD,22675,20240401,20240701
593498611959,حياة,رصاص,صادح,نور الدين,ريتاج,1987,PERSONAL_ID,639144899248.0,ORG1,CASH-MPA,USD,9343,20240401,20240701
306359271039,بدرالدّجى,المظفر,صادح,نور الدين,ريتاج,1989,,,ORG1,CASH-MPA,USD,7712,20240401,20240701
455114202051,نصري,نجم,فارس,ألمع,رواء,1979,PERSONAL_ID,960039888752.0,ORG1,CASH-MPA,USD,60003,20240401,20240701
591781530496,فهد,معتوق,فارس,ألمع,رواء,2014,PERSONAL_ID,955561045238.0,ORG1,CASH-MPA,USD,32632,20240401,20240701
401981215605,آلاء,بلغازي,كنان,بنو خالد,بشرى,1970,LOCAL_COUNCIL_CARD,909129901075.0,ORG1,CASH-MPA,USD,19715,20240401,20240701
211714019730,ريان,البخاري,كنان,بنو خالد,بشرى,2014,NATIONAL_ID,899815208043.0,ORG1,CASH-MPA,USD,77612,20240401,20240701
318599748284,يارا,عبد اللطيف,كنان,بنو خالد,بشرى,1975,LOCAL_COUNCIL_CARD,71057039336.0,ORG1,CASH-MPA,USD,68059,20240401,20240701
132307282772,أناهيد,قطينة,كنان,بنو خالد,بشرى,2000,PERSONAL_ID,908147933735.0,ORG1,CASH-MPA,USD,15351,20240401,20240701
413631401766,أناهيد,سموم,كنان,بنو خالد,بشرى,2009,NATIONAL_ID,935304983196.0,ORG1,CASH-MPA,USD,85406,20240401,20240701
427221997875,كريم,المتولي,وائل,الحجر بن الهنوء بن الأزد,ميرا,1975,PERSONAL_ID,47652709801.0,ORG1,CASH-MPA,USD,49866,20240401,20240701
819361763067,مسلم,السادة,وائل,الحجر بن الهنوء بن الأزد,ميرا,1994,,,ORG1,CASH-MPA,USD,98317,20240401,20240701
600447628134,نغم,السادة,وائل,الحجر بن الهنوء بن الأزد,ميرا,1987,PERSONAL_ID,538263032597.0,ORG1,CASH-MPA,USD,30031,20240401,20240701
715687311783,دارين,الحلاق,وائل,الحجر بن الهنوء بن الأزد,ميرا,1998,PERSONAL_ID,766748056062.0,ORG1,CASH-MPA,USD,81310,20240401,20240701
140983686174,ميثاق,بنو هاشم,وائل,الحجر بن الهنوء بن الأزد,ميرا,2004,LOCAL_COUNCIL_CARD,965933039861.0,ORG1,CASH-MPA,USD,49934,20240401,20240701
123897345991,بهية,تغلب بن وائل,سعد,القضماني,حلا,1980,LOCAL_COUNCIL_CARD,488913622249.0,ORG1,CASH-MPA,USD,84656,20240401,20240701
345127016761,غيداء,المغربي,سعد,القضماني,حلا,1993,PERSONAL_ID,970507626067.0,ORG1,CASH-MPA,USD,71709,20240401,20240701
431455805170,ريان,عضل,سعد,القضماني,حلا,2020,NATIONAL_ID,432384926378.0,ORG1,CASH-MPA,USD,3153,20240401,20240701
459378960491,فاتح,عتيبة,سعد,القضماني,حلا,1985,NATIONAL_ID,879109543299.0,ORG1,CASH-MPA,USD,39294,20240401,20240701
696488853840,جوريّة,رصاص,قدري,أفغاني,ايمان,1971,LOCAL_COUNCIL_CARD,542708596218.0,ORG1,CASH-MPA,USD,57283,20240401,20240701
943771011942,جوليا,راجح,قدري,أفغاني,ايمان,2011,LOCAL_COUNCIL_CARD,444178514478.0,ORG1,CASH-MPA,USD,67543,20240401,20240701
278125714999,دعاء,القطب,سعود,بنو الأحمر بن الحارث,سلاف,1980,PERSONAL_ID,241881653504.0,ORG1,CASH-MPA,USD,96255,20240401,20240701
890642673087,ابتسام,جديس,سعود,بنو الأحمر بن الحارث,سلاف,1986,,,ORG1,CASH-MPA,USD,21201,20240401,20240701
725241957421,إلينا,عاملة,سعود,بنو الأحمر بن الحارث,سلاف,1990,LOCAL_COUNCIL_CARD,72973744074.0,ORG1,CASH-MPA,USD,22553,20240401,20240701
840948533176,ريتال,وهبة,مُتولي,القباني,نغم,2011,PERSONAL_ID,765447568812.0,ORG1,CASH-MPA,USD,20163,20240401,20240701
907816154791,دعاء,الأيوبي,مُتولي,القباني,نغم,1983,LOCAL_COUNCIL_CARD,19690393832.0,ORG1,CASH-MPA,USD,88167,20240401,20240701
154513334225,هيا,الظفير,مُتولي,القباني,نغم,2019,,,ORG1,CASH-MPA,USD,7568,20240401,20240701
849752132220,غزير,بنو أسد,مُتولي,القباني,نغم,1998,,,ORG1,CASH-MPA,USD,60436,20240401,20240701
569491535555,جالا,عذرة,مُتولي,القباني,نغم,1994,,,ORG1,CASH-MPA,USD,61597,20240401,20240701
157188112339,ريان,الديسي,وصفي,الدجاني,وفاء,1988,NATIONAL_ID,537686564537.0,ORG1,CASH-MPA,USD,1594,20240401,20240701
970890331743,لتين,بديرية,وصفي,الدجاني,وفاء,2005,LOCAL_COUNCIL_CARD,230764475938.0,ORG1,CASH-MPA,USD,56335,20240401,20240701
909875889840,صائب,بنو يعلى,وصفي,الدجاني,وفاء,1994,NATIONAL_ID,884597546468.0,ORG1,CASH-MPA,USD,84680,20240401,20240701
116039193608,بلسم,النجار,وصفي,الدجاني,وفاء,2017,PERSONAL_ID,498335462087.0,ORG1,CASH-MPA,USD,9250,20240401,20240701
506291183185,راسم,القزاز,وصفي,الدجاني,وفاء,2016,LOCAL_COUNCIL_CARD,709271860721.0,ORG1,CASH-MPA,USD,92055,20240401,20240701
733741253809,خافق,السهول,وصفي,الدجاني,وفاء,1998,LOCAL_COUNCIL_CARD,73333817004.0,ORG1,CASH-MPA,USD,43431,20240401,20240701
440477729804,جيلان,بنو عدي,سيّد,صيداوي,جنى,1996,NATIONAL_ID,97777128205.0,ORG1,CASH-MPA,USD,33084,20240401,20240701
710606670936,خليل,القواسم,سيّد,صيداوي,جنى,2002,PERSONAL_ID,502375691843.0,ORG1,CASH-MPA,USD,42452,20240401,20240701
562473115267,نافذ,ربيعة,سيّد,صيداوي,جنى,1984,LOCAL_COUNCIL_CARD,30883018463.0,ORG1,CASH-MPA,USD,61631,20240401,20240701
876502412175,ألين,بنو شعبة,سيّد,صيداوي,جنى,2012,LOCAL_COUNCIL_CARD,472490347716.0,ORG1,CASH-MPA,USD,88362,20240401,20240701
420801514344,عبد الغفور,متني,سيّد,صيداوي,جنى,1997,PERSONAL_ID,532979600315.0,ORG1,CASH-MPA,USD,89830,20240401,20240701
983871351240,دارين,مرازيق البقوم,سيّد,صيداوي,جنى,2001,PERSONAL_ID,941798225769.0,ORG1,CASH-MPA,USD,32865,20240401,20240701
471716945107,زاهي,عنز بن وائل,قدري,بارق,أريج,2010,LOCAL_COUNCIL_CARD,123002819242.0,ORG1,CASH-MPA,USD,61305,20240401,20240701
783957634609,بتلاء,كنانة,قدري,بارق,أريج,1997,NATIONAL_ID,761956965694.0,ORG1,CASH-MPA,USD,54772,20240401,20240701
432636892914,ميرال,حب رمان,قدري,بارق,أريج,1973,PERSONAL_ID,530224673894.0,ORG1,CASH-MPA,USD,50958,20240401,20240701
846792515388,مهدي,الأزد,قدري,بارق,أريج,2017,,,ORG1,CASH-MPA,USD,62173,20240401,20240701
124551405186,ريم,حاشد,عرفه,الطحان,يسرى,1976,PERSONAL_ID,138752313016.0,ORG1,CASH-MPA,USD,4099,20240401,20240701
499514905030,أروى,المغربي,عرفه,الطحان,يسرى,2022,LOCAL_COUNCIL_CARD,607550139725.0,ORG1,CASH-MPA,USD,67065,20240401,20240701
552385204872,عبد الحفيظ,السيفي,عرفه,الطحان,يسرى,2020,NATIONAL_ID,39959182835.0,ORG1,CASH-MPA,USD,9985,20240401,20240701
419688789289,مُتوكّل,الزماميري,غالي,يافع,راما,2003,PERSONAL_ID,398921765379.0,ORG1,CASH-MPA,USD,71651,20240401,20240701
226901929731,يانع,ثقيف,غالي,يافع,راما,1973,PERSONAL_ID,366444711022.0,ORG1,CASH-MPA,USD,32504,20240401,20240701
480487010290,مجاهد,الخلفاوي,غالي,يافع,راما,1971,PERSONAL_ID,667895518737.0,ORG1,CASH-MPA,USD,88815,20240401,20240701
984521530284,نغم,أولاد بوعزيز,مُتيّم,الدواسر,جوين,1992,LOCAL_COUNCIL_CARD,2109344176.0,ORG1,CASH-MPA,USD,8323,20240401,20240701
277592104027,وفاء,باهلة,مُتيّم,الدواسر,جوين,2001,LOCAL_COUNCIL_CARD,508029616903.0,ORG1,CASH-MPA,USD,24433,20240401,20240701
498359716040,إلينا,الخطيب بني جماعة الكناني,مُتيّم,الدواسر,جوين,2009,PERSONAL_ID,37287824941.0,ORG1,CASH-MPA,USD,36967,20240401,20240701
247482308160,جنى,بنو ذي أصبح,مصطفى,الماني,وفاء,2003,,,ORG1,CASH-MPA,USD,69504,20240401,20240701
634971841362,ميلاء,الأيوبي,عبد الواحد,الخالدي,اصيل,1988,LOCAL_COUNCIL_CARD,519435503328.0,ORG1,CASH-MPA,USD,33844,20240401,20240701
745380724918,سنام,جهينة,عبد الواحد,الخالدي,اصيل,2005,PERSONAL_ID,724493898199.0,ORG1,CASH-MPA,USD,94888,20240401,20240701
216096621450,جوليا,الدسوقي,عبد الواحد,الخالدي,اصيل,2016,,,ORG1,CASH-MPA,USD,57883,20240401,20240701
439207578907,ريف,هذيل,عبد الواحد,الخالدي,اصيل,1995,LOCAL_COUNCIL_CARD,346234882377.0,ORG1,CASH-MPA,USD,15134,20240401,20240701
877946374236,بارعة,السهول,عبد الواحد,الخالدي,اصيل,1999,LOCAL_COUNCIL_CARD,133979582002.0,ORG1,CASH-MPA,USD,62163,20240401,20240701
473308519840,ميسون,جعفر,جاد,فهم,بشرى,1974,LOCAL_COUNCIL_CARD,84189119072.0,ORG1,CASH-MPA,USD,86908,20240401,20240701
809251753228,رامز,إياد,جاد,فهم,بشرى,1985,PERSONAL_ID,744138375462.0,ORG1,CASH-MPA,USD,27214,20240401,20240701
941146574677,شعلان,الشعباني,جاد,فهم,بشرى,1970,LOCAL_COUNCIL_CARD,620373239813.0,ORG1,CASH-MPA,USD,63950,20240401,20240701
937957907306,هند,عبد اللطيف,جاد,فهم,بشرى,2020,,,ORG1,CASH-MPA,USD,2838,20240401,20240701
892990580843,أفراح,العلمي,يعرب,بنو كنز,افتكار,2007,NATIONAL_ID,258109879328.0,ORG1,CASH-MPA,USD,18119,20240401,20240701
264546981100,لورين,راجح,يعرب,بنو كنز,افتكار,2015,PERSONAL_ID,321047343634.0,ORG1,CASH-MPA,USD,9294,20240401,20240701
298398971231,ايمان,المملوك,يعرب,بنو كنز,افتكار,1970,LOCAL_COUNCIL_CARD,347926703829.0,ORG1,CASH-MPA,USD,83456,20240401,20240701
236554766746,وادع,عبيد,يعرب,بنو كنز,افتكار,1975,,,ORG1,CASH-MPA,USD,90031,20240401,20240701
380684103374,مايا,عبد اللطيف,يعرب,بنو كنز,افتكار,2007,PERSONAL_ID,62244614952.0,ORG1,CASH-MPA,USD,36108,20240401,20240701
655627844251,وصاف,شمر,وفيق,بلي,بنان,1977,LOCAL_COUNCIL_CARD,399162349621.0,ORG1,CASH-MPA,USD,15207,20240401,20240701
798611883525,بدرالدّجى,كندة,معين,طزيز,جوين,1974,,,ORG1,CASH-MPA,USD,13071,20240401,20240701
858906116904,كرم,الأزد,معين,طزيز,جوين,1992,PERSONAL_ID,279236090933.0,ORG1,CASH-MPA,USD,76988,20240401,20240701
489388198352,راضي,العلمي,معين,طزيز,جوين,2008,NATIONAL_ID,711008604978.0,ORG1,CASH-MPA,USD,67702,20240401,20240701
491428940006,زهير,شتية,ياسر,حميضة,ريناد,1990,,,ORG1,CASH-MPA,USD,70993,20240401,20240701
431495479770,كوثر,همدان,ياسر,حميضة,ريناد,1993,LOCAL_COUNCIL_CARD,183447428118.0,ORG1,CASH-MPA,USD,72207,20240401,20240701
193268622932,ديمه,نسيبة,ياسر,حميضة,ريناد,1981,PERSONAL_ID,619977163673.0,ORG1,CASH-MPA,USD,27502,20240401,20240701
942272428623,موسى,ميرفاب,سفير,سليم,لتين,2022,NATIONAL_ID,9573700547.0,ORG1,CASH-MPA,USD,10881,20240401,20240701
847323713556,شهم,حاشد,خيري,تنوخ,هيا,1987,PERSONAL_ID,15181265734.0,ORG1,CASH-MPA,USD,68985,20240401,20240701
858861862051,عزاز,العسلي,يافع,الدجاني,ضحى,1981,LOCAL_COUNCIL_CARD,699093875658.0,ORG1,CASH-MPA,USD,57399,20240401,20240701
317645328540,مُرضي,الجبشة,يافع,الدجاني,ضحى,1981,,,ORG1,CASH-MPA,USD,94700,20240401,20240701
459775606333,قصي,كنانة,رشدي,جبيلي,غوى,1983,LOCAL_COUNCIL_CARD,899680920052.0,ORG1,CASH-MPA,USD,97100,20240401,20240701
522030420834,أريج,عليان,رشدي,جبيلي,غوى,1987,NATIONAL_ID,892025504288.0,ORG1,CASH-MPA,USD,33352,20240401,20240701
940044255019,جمان,الجعليين,رشدي,جبيلي,غوى,1983,LOCAL_COUNCIL_CARD,696707853619.0,ORG1,CASH-MPA,USD,26463,20240401,20240701
247187624131,مُسعف,حاشد,نجوان,البشيتي,افتكار,1996,PERSONAL_ID,883516965002.0,ORG1,CASH-MPA,USD,21012,20240401,20240701
208208649579,مريم,نجم,نجوان,البشيتي,افتكار,1996,LOCAL_COUNCIL_CARD,628930749144.0,ORG1,CASH-MPA,USD,84627,20240401,20240701
583149563315,لطفي,الشاويش,نجوان,البشيتي,افتكار,2000,PERSONAL_ID,605559326577.0,ORG1,CASH-MPA,USD,83891,20240401,20240701
536643353822,ميار,شتية,نجوان,البشيتي,افتكار,2006,NATIONAL_ID,83285276533.0,ORG1,CASH-MPA,USD,45831,20240401,20240701
536767366249,أفنان,العوازم,نجوان,البشيتي,افتكار,1980,,,ORG1,CASH-MPA,USD,34336,20240401,20240701
