USCADI,Organization,Category,Currency,Amount,Start (yyyyMMdd),End (yyyyMMdd),Document Hash
ZGF7KK67BPZCFTZVYEP4NMINAAR57ZW4A37ASDFFZLHMBNZ4NQ6A====,ORG1,CASH-MPA,USD,97647,20240401,20240701,JXUTHUP3I7QNJGLR4OFABZOVNMOI5AWCUS2JLLMQ34H2VMPEZOYQ====
2QIIQOSPWIKUGH663T6PHFMM3OPNGVG3HUGEJGYYHCNY2Q4PC2FQ====,ORG1,CASH-MPA,USD,94455,20240401,20240701,2RI6GMU7CS4GQKLAXYGRIK332KL5BJVF3FIVNQXMWISCVRF4IUTQ====
YK33TC37M4THLWIKGTAKNPV26PSNHR54VXM4ONVZDKKACATCKRXQ====,ORG1,CASH-MPA,USD,73006,20240401,20240701,SXP5OOGRCEAYJYNOFR46GCPYFDCRFQAWJ4OI6ASQYQWH4MXK6SWQ====
4SEEF744RTDFPTG6GYSIYOHH5W27ZKHWK4ONXQBEDCPR4OJ4D3VQ====,ORG1,CASH-MPA,USD,79745,20240401,20240701,KYUXTNO5X5RBRHETHN7V3WLNREOXDRTBO57K2JOIBI33L6NDQASQ====
HPAW5PG2USIOFT6FXAY76H26WT3JO6F5Z3DTI5MBHTAVMACF6YQA====,ORG1,CASH-MPA,USD,35651,20240401,20240701,NCDOB6LFFULSQZEUDGQMT7I5IZEJLNNNJYTDOF26OB6BIVS2OLFA====
JWTSI77NQYPE3NCGKQ4TM2W3K2IIXP5P7L3VXD6FNFPWN4GTEV3Q====,ORG1,CASH-MPA,USD,31690,20240401,20240701,CPTEZY2CCX7UKLSWVEO4MSCX66XNCDONWNGBSO4MXUPXC2XNSMAA====
GEFZYMIB3CYMGTQGWFGVFWJYSM6L4JKYBAZBGS64WDBIDKOKMYZA====,ORG1,CASH-MPA,USD,59584,20240401,20240701,ZZD3PA37MBJL3KWSLWYHQ4KSRALT25OSWH3427XRZZYVY6GLNXMQ====
MTIY3JARVHB4IKHECFZGCMMSMVCGZG7LUSK4EUUDTZABOMU7BUBA====,ORG1,CASH-MPA,USD,55076,20240401,20240701,W2XGIGU62NHXIVMQCQVQUGG5OUJ5AHING47YPOQ4S6STJ5MZZVMA====
2PO7ONBNGFYE6G23MMBTMYTQB47N7TT4UVP4CZX3MT6GMMGHEGOQ====,ORG1,CASH-MPA,USD,55507,20240401,20240701,TW2AUCBIGD4VOLIE7N3GVOK3HUH4FVVJR2GO6MAXQ47VK7XN2CDQ====
G77EMFEHZSMT6PBEWRS6VMQ2PEWAPTH67XMQWJLHA2D4Q6PE37IA====,ORG1,CASH-MPA,USD,33204,20240401,20240701,DBFAN5EKY5RUDEA6IGF36GQSXQWEMNGSU2HJQQX2PUR5MQRYC5OQ====
4R6REFCLSWKGJMB5JLCCOLHJDQA6UT3HHWQTDZ5Y7HTBFQ2Q63DA====,ORG1,CASH-MPA,USD,88022,20240401,20240701,W76V3HXFISO5JW3B2EVS4KP4TSBQJB6FDHQNA3A3VGRY35YX2GZQ====
XWTH55IRUHYX25NGWGBMKIKG33SAW3YDOGIYQPH7A3B54NUH7FNA====,ORG1,CASH-MPA,USD,14724,20240401,20240701,75SESPYGXJNKDTSF7JXVZTPPHQTVSDOEAKH2K7EWC6TCPC5ZK4AA====
3QWL4X4HJMPYZGZ7AFNITKUSZFOXSYUDGH4IDZFLC2KII6RJGULA====,ORG1,CASH-MPA,USD,33879,20240401,20240701,EUVCSW2X2NZA2OQSEYPKUKHLLZFFA2EIDUIJKAAJQ5GZEVH4ZX7A====
ML3Q3K22DABMIPNMWJ5N7I5TGSQGQQ7YKGONUZRJBY65AE536RSA====,ORG1,CASH-MPA,USD,7229,20240401,20240701,S5P22CQQYNLB7B6UWJLW5AWJ6FPVDNYHUR2GHMTXGG35QF4HGYKA====
RNUVGNKAJIMTKDMTOGNJ3ZWM6PXXPWDZW33AUD3LYR6NPCIDOC4Q====,ORG1,CASH-MPA,USD,61483,20240401,20240701,CQRU5SZKQ7OBO6FTNMBFBNIHEBDROQNDZZE7H3UM4A3P4XZNAIZQ====
JCFIFX2AUTQOXE4T4TMPSCLHQKORQQIJQTJ7U7Y2EZOXOVUZKCTA====,ORG1,CASH-MPA,USD,43030,20240401,20240701,MUFKYZKXDARBVKLKNQKGXKVXU4N3BI5JS2TNIJWNFUO77FYU53MA====
UMVS67DWEDMMFVJ76WYYU37ASNXTGKVHSE7PAWWEKHW7S33H72QA====,ORG1,CASH-MPA,USD,88088,20240401,20240701,ZSONB5W66VXRBF7AZBT5GQGJHVKO2UVFAUHYDNFYXFB5SGOLPYPQ====
AFHV6VU5DUHDEFSLRPFQ5KBWAMBNRUTUVHJMAZUM7FHFQ2YG5MNA====,ORG1,CASH-MPA,USD,67693,20240401,20240701,N56J7KKD45TC6TYKK4JMLHYC54DGP6OVO346HOOAUAT4S7UCQ5LA====
6WV4K7X2G7MKH74DE6SW43B5BWPKBB3NLYQWKYSZWVLU4Q244EPQ====,ORG1,CASH-MPA,USD,48594,20240401,20240701,
XZZSLLDQJRXYKJZCAWL5NHBCIHOJGZYCSYEL7KUMZUYLKPYF7KAA====,ORG1,CASH-MPA,USD,59490,20240401,20240701,3JAQS6MJZ4LYGT3OMUQPYO5DDLDA7VYQPTAPNRPRDBCWJPH5OPAQ====
KITYHIRLTDMPPSUHK2US2BIBQXPZTLY4UNH4EM3YNR27IOACAA5Q====,ORG1,CASH-MPA,USD,42337,20240401,20240701,GF2ARHQLW6RMXGFUMBFMF5SSDUUTDB47ZB3LK5RBPU4QEWY6AH6Q====
ZJJFPW65GE3P4SHK4EUMXA4XXZSVF5RKS3XTH4EBUBQJBX23WHQQ====,ORG1,CASH-MPA,USD,19394,20240401,20240701,BS5H5LGJVP3EQOLDNNBS4XGKVDQNQC4K7TULDRAO6EACYLBPB2BQ====
222WJOWH5RXJWGK2LZ6CVL3XM6IUFTWZQKTITDWKAUEZCDMJGFRQ====,ORG1,CASH-MPA,USD,94137,20240401,20240701,I77M5KAL7FBPUDJULQ7WRKSDPD3OMTJ57IRE2F6QJUZKUDTFWGKA====
O4VBDJXQWUEM64ENT5P6W55TH76UOJTF3CN6XTGVNLEDRHZCTE3A====,ORG1,CASH-MPA,USD,83040,20240401,20240701,RODROUYZOKK3PKIQN6DNA5ABEHVWK6XIEW2S5CVPTNF6B4W5A2VA====
LMQB33SMXZAAUWNWFADPC5BJN25HO7VRMY574F2A42WYCTTTP7YA====,ORG1,CASH-MPA,USD,61823,20240401,20240701,EXRAKEPJRV36QVUQUGYKYTWG3DWH2UWHC2A3DTON6WX3ZNXGJIMA====
6ZKVK64HPFKEBT36XPUXUOF63KWL4IVKTDSXVYSC3GN352BMLRMA====,ORG1,CASH-MPA,USD,24952,20240401,20240701,Z45ULU5FFMCTUQWMZUMGNBKW4XT2R7247FME4WLDWGEKIA75JVTA====
LIQIITBSGJLQ344SPY7HR6I2NHYR5MTSBJPTYWIKFUW5E63KQDNA====,ORG1,CASH-MPA,USD,82860,20240401,20240701,FRXFGPMXA3P6HCQ3AELO6SCCR4X7CMLEIRVH2C2SXUUHHCR6T3XQ====
EQ3RIMAFRLRC4CQW7MQIWEU32KP3ZVNQGRN2J7A635XASF24OTNA====,ORG1,CASH-MPA,USD,63243,20240401,20240701,
6IMWLKK7IDDGPD7BNN4AXEBOMK6HPT46JAAY7C52X64CXRRBIWZQ====,ORG1,CASH-MPA,USD,57267,20240401,20240701,ZMYHTIQYFOZBSH4VKZRVBHIXH6DSAVBZUT4EPBOIVPAKH2JO3G7A====
G35PRYAYUBGEFFD6PZROLQO7DNP4BI7ZIK4CBKYP6GYMEXHW3UFQ====,ORG1,CASH-MPA,USD,5126,20240401,20240701,RZI5EQSZQLL4HQNGPTPTA4RSUUWTKEQMFH44F4MVR2JDFP5VA5HQ====
WQWTP7GKB2DSVZYKMRGMSTRGPRLTGDY2CBPJ45PQS3TF3LBG3NFA====,ORG1,CASH-MPA,USD,96412,20240401,20240701,TVONFOVRVCTWLPZN5RKMMP5E2SLELNI7ZP6OOKW4YYRAZLXZGHVQ====
6W7WH3DZH644RWWGPIPX3BIDFOL2O7PEBVGXEEXWZZNFBIQPVU2Q====,ORG1,CASH-MPA,USD,36141,20240401,20240701,PBO6TM2QSKUX65OA7U7KRKAUCTP7BTXENT3YBKGKJVMOQZ7LACTA====
CGS3OP6NWHWENBHMLTUXYC2A6XS7RHGVJHO5YYMUCIEVHZGS5PCA====,ORG1,CASH-MPA,USD,7075,20240401,20240701,VNYBUBPARZL7MLGVEHEGJOAKWTOJ7USKSRZ3NPYVVE3QKJYW66SA====
J56QBV4QZ7LWGBPTEDZEYAUR5WCCZ7U3X2WR22DYDLA5X3BPFQMA====,ORG1,CASH-MPA,USD,67132,20240401,20240701,
W5A5SFYDPQDVOBMNADIPS5MMXUUZ2EJT3HMFE4A65ZO5GZU4ASRQ====,ORG1,CASH-MPA,USD,39821,20240401,20240701,SSKK4KKYXXKFB3YPWX6GPE6XTZYQV2MZJEHA3OJ4K6TCFWUX56JQ====
RI4FAOMYIFFVLINHB4ZAISEL7ALL2CDAJQVGAUMXTOF7X7VCBEPQ====,ORG1,CASH-MPA,USD,62283,20240401,20240701,XZRWCDSGKXUBO3Q73AE2P2BDC52GIDVPXMPLX3AMGWQ62O6WYQQQ====
4AHRKWHYMFQPIR4VRBNNCOB5AFOSLOFEIK5ONMFJCNMPOK3S5E5A====,ORG1,CASH-MPA,USD,94136,20240401,20240701,
X5SBPLBYXG5HXE6XDEJTWF7U6FFECIJJCZWNIJPMJQZLLWLX5EFA====,ORG1,CASH-MPA,USD,70831,20240401,20240701,TMZCVCJ3SBLU7F25KWDAGXEJU2YYBBQIGFUCCKGXZSDFYUSQ23WA====
YOQNF6RMVXGRNWOFWEKNUB2XMLGUQOVZG2ZX6UJTFW67W7U4P3DA====,ORG1,CASH-MPA,USD,85197,20240401,20240701,Y6LNTU7MOL55OFTYFRMLY6CCCMIN5VN5S23LKZT2WLFMBQOJLLRQ====
QLE6UGXMQ4LY6ORURD44OVHTRS3FP7YLHDZN6ZLIJHBHOP45UZ2Q====,ORG1,CASH-MPA,USD,59320,20240401,20240701,BR3UYUZEEZ2KHCO2AJHNOHOT2AOMBJ4C7WIKWET7GLZXPWETNJHA====
6LOGHLIQY2MDZHDANMCBIGVP4266CWHLTY6LSNXMHPPGYH6YKEBQ====,ORG1,CASH-MPA,USD,93710,20240401,20240701,VHHEWDH26TYCZXHBGU67SWW3C2RWZFNGD244XYHPO5HHYQX5JSVA====
OVSGGDUHCYB2PDUFHISFZOW2ZNHH5QUMACJLMAZLGM43O7IFPNWA====,ORG1,CASH-MPA,USD,36604,20240401,20240701,TN4EOLLBYJ3UWQYKX22UMX53DWX6JTYUMKWD2DPKRQ7RPT4N7J6Q====
36EJRW65XWLRJL5ENVAZYIIEBQIUTN5LCSMXS2MASVVR4W5X44VA====,ORG1,CASH-MPA,USD,22623,20240401,20240701,DG4BYVMJ4RTF4FQDMWZ66PYIOVERCIEEQQ5Y44ES3VJDNN5PUCCQ====
2IE2CZ6F6ULYSOAZA32R6NMBDYBKVGB6V75VMNBZKCV4SNX32CEA====,ORG1,CASH-MPA,USD,12945,20240401,20240701,EY6EEGIXDGAI3OJIXOSFXZMJB5AV6JISDDIIBDBUDC3YXWOWTLZQ====
BPRAXDNHE7ELYNBJ5HGMZRW7KXROUFFMIDCS7J36BZE5FUVIXD7A====,ORG1,CASH-MPA,USD,78300,20240401,20240701,TKKZUHJVGNOHN776SDO7H5PH44UMG2JXM23YSZFP4MYZM6XCBWBA====
2MHG2CFEWCSA37XZIQXTSFCS6VPVMNDA2DNQPETZAENE42N6IBGA====,ORG1,CASH-MPA,USD,11317,20240401,20240701,
7WO4AUC6FNSTZNFLXV44VCMJURLXELRUNKYT34OCFWUY73UA4WPQ====,ORG1,CASH-MPA,USD,40177,20240401,20240701,RJM4B4PL6JLQS3XECTPMTBI2I45KWF4QUQLKPPZF62J2G4ZH63DA====
GWFTQPFA2OPSS75H6EIJAHCJE3KS2B56T7NQVTEEJM2FAQ55A7SQ====,ORG1,CASH-MPA,USD,26383,20240401,20240701,7LBMA6G7ZMZ2M4QVCCPHXPYT36673XHVMFRFARWQR7Y5M6POL3GQ====
L4H5N5BL6QQAWQFAJW5DU2ZDYZ4IQNW2RMZ55JU6ZMTCDI6SZEOQ====,ORG1,CASH-MPA,USD,87241,20240401,20240701,YRYAO7LTVOYFBXEGPZCRWHPF2CMJ7FT3MAHQJKULDWO5KUQTACCA====
YYZX3BHG4YEKDSFXSCO7S3D6AX4JNU7VSBXRLLSQRT5XHB3YIB5Q====,ORG1,CASH-MPA,USD,13523,20240401,20240701,FISTH643HCE3WGZC42TTKFB7I6M5NC2BMBVQPBBBJR7I3WGEPU7A====
AF5ZFCXVMBCI24TKHLIHX4BHTOXUG5CJUQBFUUT23ZRE2GECBGHQ====,ORG1,CASH-MPA,USD,6547,20240401,20240701,
C77DEGRSC5LDX7LMRCWQQEP6C6OEEJYOB26ZENCK6QPHGKCJ2HTQ====,ORG1,CASH-MPA,USD,40259,20240401,20240701,
MEJ3YTKW3OOA7OZ4FS744CRBTACFFZY2CWNTPLZ5GZJLCYUL7XEA====,ORG1,CASH-MPA,USD,56907,20240401,20240701,3MC7JQQZHUETWJARXETX7P6D4RDDSQ672G2PRHPG33NKC72RNX5A====
PU2C64UJK65RRWDW3JDYSJUESES27ZPPBXH7SWRHXG2ZKVSEAUYA====,ORG1,CASH-MPA,USD,24713,20240401,20240701,MNEZ4GTGUCCWBE7BZU4JM2WFWGOZKJFMAZ27LICFVRTLM2PHDWAA====
4QWGIOLXCNMTMUMTGUA4TCZF3PCAJEM6MBSE7QRH23HWC2GUHAYA====,ORG1,CASH-MPA,USD,50168,20240401,20240701,GEIBXKGIAEF6KNKS57G77A2HYFHWO627RF2YERQRWU5VDN5BCVZQ====
7DV7WXDADSLHZNHOH64KIA24EIXN5SIFDZIULDRTLGHFTPU3WF4Q====,ORG1,CASH-MPA,USD,21063,20240401,20240701,OKN3VQVLDQNFUGDW3LCKXRBAYQAL4ROKRKZYEAWOW3FUPXVU25MA====
C3KX7Q7HYHQBUFTWQYMEDXIVQX4GBZPPH2PHE3NS6SN3YAIMNMXQ====,ORG1,CASH-MPA,USD,74088,20240401,20240701,WSA2T2MUNRZCU5F3PECRSB3IOJTPAJWSBIMG774CQJ7T3ISQNCTA====
KVXPXAMNZKZZYMC6FHQB7YWBMHEWQ3LVP6TOCKJXYUN5LZRBJTRQ====,ORG1,CASH-MPA,USD,23789,20240401,20240701,D4GRKXPKWGL5TXJGJPACN2XTX55A6COSEYW4O6DZBMK33UXAO2HQ====
XP5HGS6LLMGRP6NMUD3UDBTZ54ZIFPQEFFC6C5YDCWD7JGI7T5XA====,ORG1,CASH-MPA,USD,24185,20240401,20240701,KS2VUUN6FL32CUOXIUGIFJUCW4ZLZSAXWUVMEOLBXKLOQHAINR6Q====
LQ3CJNXFN65SGK6KHRTRVVCX3XQGTHWEK6SUREBX55B2HYQ74QUA====,ORG1,CASH-MPA,USD,9134,20240401,20240701,MIM47J6HQLF3ILUNSKASAVQ2WPQ4WOEO6GSZ2XHVQPNCEM2J2SXQ====
633NEZHCHFRSXKAEFLAABJCC3MACZMT2PKMB4D56N55ELQXPNCSA====,ORG1,CASH-MPA,USD,59507,20240401,20240701,ZJE2T4FNN7ZOB53AJWIXD4LZIXZNE57CYEJWUDD2XCYCDMLMYYSQ====
5HRK2MGEOQIXQT3KL44QA2LK2WSG62MJHB7NS4XSQD6T735OFGGQ====,ORG1,CASH-MPA,USD,48580,20240401,20240701,ZIZCKIL46I7CFBL3OY3RGUY34YAUQDW42MJVYJWMZF73IBR3WUOQ====
M35CLYZDHZK4J7WHBAEN5E4JTBNIK4OABXRZQXBUR2IDG7C5FF5Q====,ORG1,CASH-MPA,USD,64098,20240401,20240701,VJDD4MNCCL7ZO2HF2E3JHSNZUPSCY6LUNDVWNG2IXUI74LJNXEIQ====
SEN7EOJUWZ7K7WXQQDVBUJGYD2RVTX2QMLRKOXY7U26SI6WLWMWQ====,ORG1,CASH-MPA,USD,77647,20240401,20240701,LNCZSE4NPG5XG5SBMGQRAPTECX3JZCF5MZG7ZBYUQQX2DIQDAO7A====
VOUHOUD26EO3EEPTTHAJHN5PZUX5QFHYXPPDQM6XLMP5BLK2YITA====,ORG1,CASH-MPA,USD,78256,20240401,20240701,HJTTIRHZBOEPRVJ2FZMVU5QWKNVNOGHDWDFFTSFTEPRTOXINDJFA====
2WX5LP4A32GSCOCIJKCANQYWURCA6TBSXH5IF2AR6XFHY6UZP45A====,ORG1,CASH-MPA,USD,83534,20240401,20240701,GWF2TSZUP2OJ2DGUBUPQX7ULIA7MPNJL6T2K7IVGHV6RBCW6O67Q====
CYCYB4JDALNAT3F72XHSSXQNR7JT42ZDWOSRPAWLBTMA5ISYVOAA====,ORG1,CASH-MPA,USD,97829,20240401,20240701,MQOTWL67VZPLJO2OESBYSIXKSLJSAOMWJYUJHABT6HR3B4ZBYIRA====
X23VJRPLYFW2QKBF5VEDBN6STOXZQJFQ733VLOKQHOTWGRQYYPFA====,ORG1,CASH-MPA,USD,79241,20240401,20240701,R7MBKXBBRVBVJDV7CFVPZOJBPOJ52RRPIBDCUCBLFCEBYLFKZEJA====
5DBXKXIXZKA2Z7WOI2OU3SVGN5YCQ564GC2GJKHE6D4GOFD6OQZQ====,ORG1,CASH-MPA,USD,24737,20240401,20240701,CM2L7DORBJUMCACDJMHYHUBO5AWV2CAUTVSCXQNHDBPISXNJATFA====
UTBZBMWGRTJKZC6U5APHLB3TDX6XTCMLZYRGH6Z656LVWYHO6Q3Q====,ORG1,CASH-MPA,USD,98353,20240401,20240701,YZ5LNFLMNKLJUK4DQWU2PO3A72MJLOTMWE55PJXCPTKZHH37HWZA====
D6DGZSCW7NHTFXDMROOM7VPXSKCIYSYBRB3EAWX3NYJV6V4G24BQ====,ORG1,CASH-MPA,USD,14796,20240401,20240701,WT2KT3YFBA3HETBRFXRLZBGWY6OKILXOH64TZX5OHDIIICYALKPQ====
C5R74LJW4EXHAXPRSVZRRIE54VYALNDPNEUFMORHHVDVWZEB2HKQ====,ORG1,CASH-MPA,USD,8086,20240401,20240701,RTXKCW4WW4DOTLHKSWWLZZIYLFCPWISKBFWWV7QAUQC4LT4SXYVA====
RH6V3VIA2LKR2YDUNW7YWCJDCTRNX2MTDQOKCROVDBIES3KKFGFA====,ORG1,CASH-MPA,USD,21131,20240401,20240701,ES7DD4V5W5Q3T6IQSMR6HQC6H6YL2ICTCPCA66RISGBQKX5HVRFA====
2ENJO4JACC6DQ7AM757ZCGCGBOOSNE3SGH7QWPEWAJIB5PI5SXMA====,ORG1,CASH-MPA,USD,25420,20240401,20240701,AAOW3MBVIEI4DQUDDUUYIGS4HFWEDSFP7RUWDBKM2MDXBWAP6UWA====
M4NQ4PDIUFIKS5VBWTO3GI635WNZO6D6XFBESTHPSDHQJ6X3G4QQ====,ORG1,CASH-MPA,USD,69263,20240401,20240701,HRG7NNGIO4VRBCJ5FC4XIEYROWP2TCVJCMIPDULQ7CC2RAHBXIVA====
GGA33AVFXRRU6DQ77GEF5LLZ5OEVNWN3KND2K5KH75TC44ZZYFVA====,ORG1,CASH-MPA,USD,28086,20240401,20240701,TYX7ESXHGT5YG64WWHBB5GQWCCKR4O4LKIQ5RJ7LRJLWOEAL2MZQ====
QIQTVOSKYWJQRSXYCFAC4T42KIC3ROMNXEGILIQVJPXZKWUTO6JA====,ORG1,CASH-MPA,USD,85775,20240401,20240701,GQ4TGA42252WJTN57WXIY5JG2XJ5LQGLGTVVJ45YZMUDEKCGZILA====
HIAG5TUZ3KBI2CUDMXYFJY7HYO6WSZ3NHGJQL4GQ6OWXAF5ZS77A====,ORG1,CASH-MPA,USD,99760,20240401,20240701,7AIKFA2PO2W4YDIQO43ITBJIVUI5MZLHKABBY7DFVZKGMRGYDU2Q====
Q6EC4GAGA2UHMDIR4OJPB7IFEWDAHGXOPLWCMXN33ROMBPAQFRYQ====,ORG1,CASH-MPA,USD,69888,20240401,20240701,MUTZWMSTYCD5MFP37TIMHAHPVRMVFG3VTN34UHIFPWESR7GZ6QCA====
DDVX2OCHZWSVWD6EKCO2X652ANRDKXCVMGFYDNXNTNH3JODI3TCA====,ORG1,CASH-MPA,USD,53282,20240401,20240701,XAOI7JIF6BS4BY6XHLLFJSMOKBDV6TLZROJEV3NPWCCK2LAYREEA====
S4YMJZWVE72COVE4FQJUYUDDFP22HBZWOLOZZ7N3I3Y54WQROQDQ====,ORG1,CASH-MPA,USD,15554,20240401,20240701,JXKKZDWX4EREL3PFEHY3HQCYCSUXBNMWDLDT57353IN2ZOBC3DZA====
6ZJ5GBFLABK6TQGZKHW4PI2TQY4SKZHL7T4MEYVUJY6AKEBBRKOA====,ORG1,CASH-MPA,USD,28403,20240401,20240701,NGZP42ZJIV6GULZUU6IYVKN4BN5WW2LDJ4XLR6W67UAVECDPOE5A====
QBXSEZRAUKR4KNWGF27Q6D7IEVGW6EPDDEAMQ5JVQNXYVVGZ5XWA====,ORG1,CASH-MPA,USD,54950,20240401,20240701,
XXXZDIAYB6Y3FLXWUWTICWJA5NZ777FKGHAFTMNUKNVXBA2P2FHQ====,ORG1,CASH-MPA,USD,99086,20240401,20240701,N4B5WE7BN6HHQVQ5T7DR32UYXFODTLHIYUK2QH6CSQAJVJAL2J5A====
JXAW6ISMD6IT2OZHU3AEKARADNGWNH4W6IR3YOQW6GPGURIHGTTQ====,ORG1,CASH-MPA,USD,83211,20240401,20240701,3K6CGCZIFXSK2KQYQQPZ56XDS3G544C77EIIS6POPY34JFQ3HGFA====
T27MVGFMARS3P4FKTUX7RCNQJ65ZO2P6QEJJ2P4YABTRY6BR7R4A====,ORG1,CASH-MPA,USD,48643,20240401,20240701,SXHMLR34NK6ALSQ7OPERVTVALJAQUUDI6CFG54KK6NBUS36Y4LKQ====
OIFBEGXRN5VVFMB7MUNS5HUESLZY42NTDHEQ3SITRGOANQNW2MWA====,ORG1,CASH-MPA,USD,39128,20240401,20240701,X7AH75JSK5JFIJJ7Z2RNYAQRLRQUPGXX54ZRX56W7QQJUQNYCHNQ====
UKPAV2VJN32YOSWI2JNQZSHASEFOIH76DZ2FQR4MVKHT5DV2ZOWQ====,ORG1,CASH-MPA,USD,73736,20240401,20240701,
KG6NEHI7EIYPNIF4I6KDGZT4VQZRJALE7HIEX2TW6VUI6UMDJ2AQ====,ORG1,CASH-MPA,USD,86832,20240401,20240701,E3U4GIM4QC7BLNEEIB6FQDVFUWO67OPOCCQS6PGCSKZSVGH6XG4A====
RA47V5M3KCBYNIPUALUPRYBIQDDGN36VAHGK3JRRL7TAIN22Q56Q====,ORG1,CASH-MPA,USD,37389,20240401,20240701,WWJMDWA2LSV5OJIUFZWVL6YX3G6LMDF24XD7SPNVQLZJ24YCGCQA====
P6RZQH7GUYMETLNTT6BM7Q5JIARMVMJ2CQ5M5ZI5ZVYM4HNNRE5Q====,ORG1,CASH-MPA,USD,22675,20240401,20240701,QN74KLT26OWFGCJ6JKLG4UF2MNBVKLPGZUCHLJNXG3UGIVTEJ3YA====
RRWQEDUYHPZH23UXMHVZM44UOP4NGHJB7WSPA6HFPIT5JUGVVGSQ====,ORG1,CASH-MPA,USD,9343,20240401,20240701,T56IO7KF4YEQMNWKLO467HC5EBE2KTA5V24T34CAAK5474OX7ZAA====
UDHAALGYBK25PCFTC2E5TOOGYNRLHWJSYL4ZJLQKNJZFY6CWOWSQ====,ORG1,CASH-MPA,USD,7712,20240401,20240701,
YMOSOBDUKMHSOARA5IOYIOYR4GENEDJ5TGVRJPGFZV3ATWVTEGDA====,ORG1,CASH-MPA,USD,60003,20240401,20240701,ZR5REA45MRL67GUNV53H6SVUDZ75MXJTPGFATXWBFXSGSIS7TTXQ====
ZQJIZWDA45HJ2Q3JVVWQUJ5FHTUNROLSINGJLQGKM3P37QPYSTJA====,ORG1,CASH-MPA,USD,32632,20240401,20240701,6K3FTYQQOUL567ATKV5EXHVHYKU4GXAZN4FLM52LC2IHD5KG4BBA====
URMKGLLDUC4PSQIUAFB6K25AHUT7RPIKC4EX7FTNX44AYLU3WHLQ====,ORG1,CASH-MPA,USD,19715,20240401,20240701,ELUKBTI525W2ZGAHIHAWTDMHVVD27ZHPGSNZCOX7NI5KHE5SX4TA====
R4RATAV4HMWMF73ALKAELPZQRH6IPHRR37V2JXJRDPD5J7HIHRHQ====,ORG1,CASH-MPA,USD,77612,20240401,20240701,V6RILRUTNBDI7BJZU2UONH6F2BUKHNLHOAOP6IBSTKOSOPWSX3HA====
EKTKQOO4N6OMWR57U2WPXO42OR6FDZLJB7PDJZTOILARXSI4BI5A====,ORG1,CASH-MPA,USD,68059,20240401,20240701,JWIDKTAPQLIOLZYR5QXJL2JIF67UCC44I7JJHNFZZMREVNBD54LA====
GTPP3BL5I67FZITMQJUE62YT3Z5TNI6PMB7UZ2ZLCPUZUI34GUKQ====,ORG1,CASH-MPA,USD,15351,20240401,20240701,UA22YYILYXNTJEDZFMJ34Y375PFTUXFY5U2KNK2XS7LISQSZAPWQ====
3Z4JLFC74BE2H7VS2UYPWE57YLL7PK67SWQ77O2BMDDYYYTC7EJQ====,ORG1,CASH-MPA,USD,85406,20240401,20240701,K67QV67ZQDRP2RMLY6AXH4ALNJPXCKNBBYJQTWCEZY277DAFSJFA====
W4NAEF3OLFBDEAQQSNANSK2ZIFLEORF4QZYETRVDMHLGTJRAYNLQ====,ORG1,CASH-MPA,USD,49866,20240401,20240701,GW3AVOCSGEDTJM5WSCU2KBE3ZYW4PFQQM7KJZAWRKYH2MR3KLGJQ====
5JTE55I2JRWL5C2CWZPG4A2SLJ2YB7NWJBD6O4G2HLVLL3QJMUNA====,ORG1,CASH-MPA,USD,98317,20240401,20240701,
KNHEXCO57XT4S5IDSDVCXR5FN33OUR4EM2A3FKACNV2OE7UJVTZA====,ORG1,CASH-MPA,USD,30031,20240401,20240701,VIYL3VNRSXBPGXCPVTLS5LOGXWHM2PLRC5BK5CHPXU6B4OK4AYVQ====
DCIGSWVCJGYJBUP67S5DBI2EI54HTZQYVNC6FFJTGYIGEZFXYJHA====,ORG1,CASH-MPA,USD,81310,20240401,20240701,YGU3YGFPQHYIGCJCHURG2N6ZTEUIMOZKOSGOKXST7W62LATQE5OA====
2FE3BGKAAFNM6GMRQ3IICJQAPCA5X2OA6OZOUAZ2S2DUWUXN2R3A====,ORG1,CASH-MPA,USD,49934,20240401,20240701,EMCZIC23XGO7JFUC6JS7ST633F3RX3G7CUYMJCBGLPWTQSGP2LIA====
N7T7PVIO6BIR4X3UHWP7SYX7IBBVUCXIOJWMIAKMU26I5TM52QJA====,ORG1,CASH-MPA,USD,84656,20240401,20240701,6QIDWRC3OHGV7KGA7WXLPC3BOBUK2TFPAUKSMZWZO7NX53CO4I6Q====
XTPHK7PBOTPOFSUKEQ7DAYIV2J67JBJU4LSOKY77P4HJM7D2UWYA====,ORG1,CASH-MPA,USD,71709,20240401,20240701,VKBWCU6CGM6IAPKYHINEAED4QBP4LLYFIMRT2UAX4WWBQ56HVPZA====
2YV7GXOYI44742CSLBGJEFXFAYPXIXOLSF65CWLJXMVEVQBM3SHA====,ORG1,CASH-MPA,USD,3153,20240401,20240701,EACPILTQQFIN3B4HADL3YEDMLC4OK2H56BWMCVR3ITXNNNYOKLJQ====
6KX4K3KUUFQP2JDXAS2E4OX3RYSGSJY3XS4O6BOGT6QUEYOOCRCA====,ORG1,CASH-MPA,USD,39294,20240401,20240701,AOW2AKJ6PGDWEWJ7BEMTK67BNZ72S2WNT4RNBCPG32UASCYIGAIA====
